Time,Total,livingroom,kitchen,bathroom,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_5,bedroom_6,costOfPower,solarPanels,solarSavings,TotalExSolar
14-05-2021 17:02:08,93.85768094228493,16.9,53.6,50.0,15.298206278026905,15.5,15.5,15.5,15.5,15.5,0.25640999999999997,0.8423190577151277,0.2159790295887359,213.29820627802692
14-05-2021 17:02:19,212.45588722031172,16.9,53.6,50.0,15.298206278026905,15.5,15.5,15.5,15.5,15.5,0.25640999999999997,0.8423190577151277,0.2159790295887359,213.29820627802692
14-05-2021 17:02:30,212.45588722031172,16.9,53.6,50.0,15.298206278026905,15.5,15.5,15.5,15.5,15.5,0.25640999999999997,0.8423190577151277,0.2159790295887359,213.29820627802692
14-05-2021 17:03:04,93.85768094228492,16.9,53.6,50.0,15.298206278026905,15.5,15.5,15.5,15.5,15.5,0.25641,0.8423190577151277,0.2159790295887359,213.2982062780269
14-05-2021 17:03:15,153.96147017995298,16.9,47.54618834080718,47.37668161434978,0.5075,9.17713004484305,0.5075,10.929596412556055,10.929596412556055,10.929596412556055,0.25641,0.8423190577151277,0.2159790295887359,154.8037892376681
14-05-2021 17:03:26,143.16147017995303,16.9,47.54618834080718,37.37668161434978,0.5075,8.77713004484305,0.40750000000000003,10.829596412556056,10.829596412556056,10.829596412556056,0.25641,0.8423190577151277,0.2159790295887359,144.00378923766814
14-05-2021 17:03:37,142.96147017995304,16.9,47.54618834080718,37.37668161434978,0.40750000000000003,8.67713004484305,0.40750000000000003,10.829596412556056,10.829596412556056,10.829596412556056,0.25641,0.8423190577151277,0.2159790295887359,143.80378923766816
14-05-2021 17:03:48,142.96147017995304,16.9,47.54618834080718,37.37668161434978,0.40750000000000003,8.67713004484305,0.40750000000000003,10.829596412556056,10.829596412556056,10.829596412556056,0.25641,0.8423190577151277,0.2159790295887359,143.80378923766816
14-05-2021 17:04:00,142.96147017995304,16.9,47.54618834080718,37.37668161434978,0.40750000000000003,8.67713004484305,0.40750000000000003,10.829596412556056,10.829596412556056,10.829596412556056,0.25641,0.8423190577151277,0.2159790295887359,143.80378923766816
14-05-2021 17:04:12,142.96147017995304,16.9,47.54618834080718,37.37668161434978,0.40750000000000003,8.67713004484305,0.40750000000000003,10.829596412556056,10.829596412556056,10.829596412556056,0.25641,0.8423190577151277,0.2159790295887359,143.80378923766816
14-05-2021 17:04:25,142.96147017995304,16.9,47.54618834080718,37.37668161434978,0.40750000000000003,8.67713004484305,0.40750000000000003,10.829596412556056,10.829596412556056,10.829596412556056,0.25641,0.8423190577151277,0.2159790295887359,143.80378923766816
14-05-2021 17:04:35,142.96147017995304,16.9,47.54618834080718,37.37668161434978,0.40750000000000003,8.67713004484305,0.40750000000000003,10.829596412556056,10.829596412556056,10.829596412556056,0.25641,0.8423190577151277,0.2159790295887359,143.80378923766816
14-05-2021 17:04:46,142.96147017995304,16.9,47.54618834080718,37.37668161434978,0.40750000000000003,8.67713004484305,0.40750000000000003,10.829596412556056,10.829596412556056,10.829596412556056,0.25641,0.8423190577151277,0.2159790295887359,143.80378923766816
14-05-2021 17:04:57,142.96147017995304,16.9,47.54618834080718,37.37668161434978,0.40750000000000003,8.67713004484305,0.40750000000000003,10.829596412556056,10.829596412556056,10.829596412556056,0.25641,0.8423190577151277,0.2159790295887359,143.80378923766816
14-05-2021 17:05:08,142.96147017995304,16.9,47.54618834080718,37.37668161434978,0.40750000000000003,8.67713004484305,0.40750000000000003,10.829596412556056,10.829596412556056,10.829596412556056,0.25641,0.8423190577151277,0.2159790295887359,143.80378923766816
14-05-2021 17:05:19,142.96147017995304,16.9,47.54618834080718,37.37668161434978,0.40750000000000003,8.67713004484305,0.40750000000000003,10.829596412556056,10.829596412556056,10.829596412556056,0.25641,0.8423190577151277,0.2159790295887359,143.80378923766816
14-05-2021 17:05:29,142.96147017995304,16.9,47.54618834080718,37.37668161434978,0.40750000000000003,8.67713004484305,0.40750000000000003,10.829596412556056,10.829596412556056,10.829596412556056,0.25641,0.8423190577151277,0.2159790295887359,143.80378923766816
14-05-2021 17:05:40,142.96147017995304,16.9,47.54618834080718,37.37668161434978,0.40750000000000003,8.67713004484305,0.40750000000000003,10.829596412556056,10.829596412556056,10.829596412556056,0.25641,0.8423190577151277,0.2159790295887359,143.80378923766816
14-05-2021 17:05:50,142.96147017995304,16.9,47.54618834080718,37.37668161434978,0.40750000000000003,8.67713004484305,0.40750000000000003,10.829596412556056,10.829596412556056,10.829596412556056,0.25641,0.8423190577151277,0.2159790295887359,143.80378923766816
14-05-2021 17:06:02,142.96147017995304,16.9,47.54618834080718,37.37668161434978,0.40750000000000003,8.67713004484305,0.40750000000000003,10.829596412556056,10.829596412556056,10.829596412556056,0.25641,0.8423190577151277,0.2159790295887359,143.80378923766816
14-05-2021 17:06:19,142.96147017995304,16.9,47.54618834080718,37.37668161434978,0.40750000000000003,8.67713004484305,0.40750000000000003,10.829596412556056,10.829596412556056,10.829596412556056,0.25641,0.8423190577151277,0.2159790295887359,143.80378923766816
14-05-2021 17:32:31,421.3724041808518,99.0,153.27713004484303,284.2600896860987,40.15156950672646,60.71300448430492,3.045,49.83766816143497,49.83766816143497,49.83766816143497,0.25641,1.9725958191482105,0.5057932939877927,789.9597982062779
14-05-2021 17:33:30,787.9872023871297,99.0,153.27713004484303,284.2600896860987,40.15156950672646,60.71300448430492,3.045,49.83766816143497,49.83766816143497,49.83766816143497,0.25641,1.9725958191482105,0.5057932939877927,789.9597982062779
14-05-2021 17:41:10,421.48534608640506,99.0,153.27713004484303,284.2600896860987,40.15156950672646,60.71300448430492,3.045,49.83766816143497,49.83766816143497,49.83766816143497,0.25641,1.8596539135949137,0.4768338599848719,789.9597982062779
14-05-2021 17:41:52,421.48534608640506,99.0,153.27713004484303,284.2600896860987,40.15156950672646,60.71300448430492,3.045,49.83766816143497,49.83766816143497,49.83766816143497,0.25641,1.8596539135949137,0.4768338599848719,789.9597982062779
14-05-2021 17:42:10,788.100144292683,99.0,153.27713004484303,284.2600896860987,40.15156950672646,60.71300448430492,3.045,49.83766816143497,49.83766816143497,49.83766816143497,0.25641,1.8596539135949137,0.4768338599848719,789.9597982062779
14-05-2021 17:42:53,788.100144292683,99.0,153.27713004484303,284.2600896860987,40.15156950672646,60.71300448430492,3.045,49.83766816143497,49.83766816143497,49.83766816143497,0.25641,1.8596539135949137,0.4768338599848719,789.9597982062779
14-05-2021 17:43:09,788.100144292683,99.0,153.27713004484303,284.2600896860987,40.15156950672646,60.71300448430492,3.045,49.83766816143497,49.83766816143497,49.83766816143497,0.25641,1.8596539135949137,0.4768338599848719,789.9597982062779
14-05-2021 18:24:29,425.78307527154544,101.4,149.64484304932733,284.2600896860987,61.727354260089676,62.152466367713,0.045,71.4134529147982,71.4134529147982,71.4134529147982,0.25641,1.1619247284543244,0.29792911962297336,873.4701121076233
14-05-2021 18:25:28,872.308187379169,101.4,149.64484304932733,284.2600896860987,61.727354260089676,62.152466367713,0.045,71.4134529147982,71.4134529147982,71.4134529147982,0.25641,1.1619247284543244,0.29792911962297336,873.4701121076233
14-05-2021 18:26:27,872.308187379169,101.4,149.64484304932733,284.2600896860987,61.727354260089676,62.152466367713,0.045,71.4134529147982,71.4134529147982,71.4134529147982,0.25641,1.1619247284543244,0.29792911962297336,873.4701121076233
14-05-2021 18:27:27,798.2788824464335,99.0,191.64484304932733,186.72645739910314,59.32735426008968,47.601793721973095,46.81614349775786,71.4134529147982,71.4134529147982,71.4134529147982,0.25641,1.1619247284543244,0.29792911962297336,845.3569506726457
